nome_filme,autor_comentario,nota_comentario,conteudo_comentario
Ilha do Medo,Camilla M.,5.0,"O filme é excelente!!! Eu ainda não entendi porque Leonardo DiCaprio nunca ganhou um Oscar, ele é um ator divino e neste filme não foi diferente. Absolutamente tudo está excelente."
Ilha do Medo,Rodrigo o que?,5.0,"Bastante inferior aos antigos trabalhos de Scorcese mais muito melhor que o superestimado ""O irlandês""冷 O final é chocante e surpreendente"
Ilha do Medo,Jairo D.,5.0,"Um ótimo suspense, paranóico, esquisito, de fazer roer as unhas e com perplexas reviravoltas finais. Tendo a assinatura de Martin Scorsese (célebre) e as presenças marcantes de Leonardo DiCaprio e Mark Ruffalo. Impactante!"
Ilha do Medo,Um visitante,3.0,"Da vasta filmografia de Scorsese, Shutter Island é um dos exemplares que figuram entre os meus menos queridos. Claro, não é um filme ruim, Martin é incapaz disso. Mas é uma história que não tem Muito a cara dele mesmo. DiCaprio está ótimo como sempre, e o filme tem sim bons momentos...De novo, não é ruim, é só morno demais pros padrões do cineasta responsável, não consegui entender o motivo dele ter escolhido este projeto mesmo, dá pra perceber que thriller não é muito a praia dele, se tivesse deixado na mão de outro realizador, talvez o resultado teria sido mais interessante. Eu não consegui comprar muito toda aquela situação do hospício, além das reviravoltas pra lá de mirabolantes com explicações bem vagas. Não consegui sentir o drama do personagem principal, seu arco é uma colcha de retalhos, não dá pra se envolver muito porque a trama em si é improvável demais. Enfim, um suspense mediano elevado pela atuação de DiCaprio. Scorsese pode fazer melhor que isso."
Ilha do Medo,Eliane,5.0,"O filme é muito interessante.É um pouco lento, pois a própria trama pede isso.Leonardo Di Caprio está ótimo.Pra quem adora um suspense e mistério é perfeito.Quando vc acha que está matando a charada do filme, chega no final é não é nada daquilo.Surpreendente!!!"
Ilha do Medo,Fabricio Menezes,5.0,Entrou pro meu top 3 de filmes do Scorcese. Só atrás de Taxi Driver e Gangues de Nova York. História genial! Esteticamente perfeito. E o que dizer da trilha sonora? Fantástica! Nos leva pra dentro da ilha. Obra-prima! Mais uma pra carreira do diretor.
Ilha do Medo,Alexandre C.,4.5,"Um suspense pisicologico de altíssimo nível dirigido  por Scorcese e estrelado por Di Caprio, uma parceria que tem dado muito certo, esse é um suspense com um final totalmente inesperado, Muito bom Filme."
Tudo Pode Dar Certo,Ricardo L.,4.5,"Uma perola de  Woody Allen, tendo no elenco  Larry David, Evan Rachel Wood, os dois estão excelentes, num filme delicioso  com diálogos super inteligente. Uma das melhores comédias da década."
Tudo Pode Dar Certo,Um visitante,3.0,"-Filme assistido em 01 de Março de 2016 -Nota 6/10A apresentação de Larry David é super divertida.Do começo ao fim,ele consegue nos prender com suas histórias,que a cada momento são narradas.Evan Rachel Wood faz uma ótima dupla com o ator.Sem contar que é um colírio na história."
Tudo Pode Dar Certo,Guillermo M.,3.5,"Os diálogos são divertidos, mas a narrativa ficou muito intelectualizada."
Tudo Pode Dar Certo,c4rlc4st,4.0,"Já mostra todo seu potencial nos primeiros 10 minutos de filme, com um monólogo de quarta parede quebrada que é uma voadora na cara. Ao longo do filme, temos um pouco mais dessa subversão, muitas risadas e infelizmente, um desenrolar de trama que foge da acidez apresentada no início."
Tudo Pode Dar Certo,cinetenisverde,4.0,"A imprevisibilidade e a forma como tudo o que acontece em torno da história é a síntese do próprio filme, onde o caos (e o nosso conhecimento sobre) bate de frente com nossas crenças. Obviamente, por se tratar de um filme de Woody Allen, tudo isso será devidamente criticado através do seu protagonista com crises existenciais pós-divórcio. Uma prova de que ele é o sócia do diretor é que, apesar de refinado intelectualmente, o protagonista sente os mesmos sentimentos humanos, mas os expressa de maneira mais sutil, o que ao mesmo tempo torna-os mais evidentes ao espectador."
Tudo Pode Dar Certo,Thalita Uba,4.0,"Allen, como é fácil de perceber por seus filmes, é nova-iorquino e apaixonado pela Big Apple. Nascido em 1935, esse velhinho já contabiliza nada menos que 43 filmes dirigidos (todos também escritos por ele), 23 nomeações da Academia e quatro Oscars (incluindo um de melhor diretor). O último deles, por sinal, foi conquistado no último domingo – a estatueta de melhor roteiro original por Meia-Noite em Paris (Midnight in Paris), outro filme de que certamente falarei em um post futuro. A produção que vou recomendar hoje, contudo, não se popularizou tanto quanto esse e outros filmes de Allen, e talvez até nem seja mesmo uma de suas melhores obras, mas certamente vale pela boa atuação, pelas risadas garantidas e pela excelente “moral da história”, abertamente explícita no final do filme.Produzido em 2009 e com Larry David e Evan Rachel Wood como protagonistas, Tudo pode dar certo (Whatever Works) relata a história de Boris Yelnikoff, um professor aposentado da Universidade Columbia e hoje um professor de xadrez dos mais rabugentos e intolerantes. Divorciado, ele evita se relacionar com outras pessoas, tendo contato apenas com seus alunos de xadrez (que humilha e menospreza constantemente) e com seus velhos amigos (que critica por não se equipararem intelectualmente a ele). Sua vida muda completamente quando, um dia, ao voltar para casa, Boris encontra uma jovem de 21 anos – Melodie – dormindo na porta de sua casa. Relutantemente, ele a deixa entrar para comer alguma coisa e contar sua história. Papo vai, papo vem, Boris acaba permitindo que ela fique em sua casa até encontrar um emprego.Surpreendentemente, a jovem acaba se interessando pelo velho rabugento e ele, após muita insistência por parte dela, acaba cedendo e os dois se casam após alguns meses de convivência. Pouco depois, a mãe de Melodie aparece, dizendo que a esteve procurando durante todo esse tempo. Ela, obviamente, não fica nada feliz em ver que a filha está casada com um senhor mal-humorado e faz de tudo para “ajeitar” a filha com um rapaz que se mostrou interessado por ela um dia em um restaurante. Isso enquanto ela própria se “ajeita” com um amigo de Boris e passa a viver e trabalhar com ele, como fotógrafa. Não bastasse toda essa confusão, o pai de Melodie também surge na história. Apesar de sua intenção inicial ser procurar a esposa e a filha, ele acaba fazendo uma descoberta absolutamente inusitada, e o rumo de sua vida também é completamente modificado.Após muitas idas, vindas e reviravoltas divertidíssimas, o filme termina em uma festa de ano novo na casa de Boris, completamente diferente do que começou. Pessoas que você jamais imaginaria convivendo em harmonia estão conversando e rindo juntas e casais que você jamais imaginaria possíveis estão trocando juras de amor eterno. E é nesse momento que o próprio Boris explica o título do filme (cuja tradução, cá entre nós, mais uma vez perdeu boa parte do sentido) e nos dá aquela “moral da história” tão preciosa que só quem viu/vir o filme vai saber!"
Tudo Pode Dar Certo,Anderson,4.0,"Que arrependimento! O filme foi lançado em 2010 e esta anta aqui só foi vê-lo agora em 2022. Tenho certeza de que se fora 3022 o impacto seria o mesmo. Woody Allen é eterno. Ultimamente massacrado, com toda justiça, pela sua versão pedófila, mantém absolutamente intacta a versão do diretor e do autor magníficos. O jeito é esquecer a versão criminosa por duas horinhas e desfrutar, sem culpa, do mais precioso que ele pode nos oferecer. O ser humano é realmente múltiplo. Que interpretação maravilhosa da Evan Rachel Wood e do Larry David (E, para ser sincero, de todos os outros atores), que fotografia linda, que roteiro envolvente esse que não permite um único momento de distração. Perdoem-me os politicamente corretos (que chatos!) mas Woody Allen continua dominando o cinema à exaustão."
Tudo Pode Dar Certo,Icaro G,1.5,"Vi um comentário logo acima e gostaria de comentar:Disseram que é um filme inteligente. Então… não é porque o roteirista tenta te convencer que o cara é inteligente, que o filme é inteligente. Falar coisas mirabolantes e difíceis de entender nada tem a ver com inteligência, meu amigo bêbado faz isso com maestria. É um bom filme, não é um filme digno de pagar 30 conto em alta estação no cine =], mas da pra rir e se divertir."
Tudo Pode Dar Certo,Anderson,4.0,"Que arrependimento! O filme foi lançado em 2010 e esta anta aqui só foi vê-lo agora em 2022. Tenho certeza de que se fora 3022 o impacto seria o mesmo. Woody Allen é eterno. Ultimamente massacrado, com toda justiça, pela sua versão pedófila, mantém  absolutamente intacta a versão do diretor e do autor magníficos. O jeito é esquecer a versão criminosa por duas horinhas e desfrutar, sem culpa, do mais precioso que ele pode nos oferecer. O ser humano é realmente múltiplo. Que interpretação maravilhosa da Evan Rachel Wood e do Larry David (E, para ser sincero, de todos os outros atores), que fotografia linda, que roteiro envolvente esse que não permite um único momento de distração. Perdoem-me os politicamente corretos (que chatos!) mas Woody Allen continua dominando o cinema à exaustão."
Tudo Pode Dar Certo,Renan Rossi,4.0,"Muito bom e divertido, um homor negro afiadíssimo, ótimo!"
Tudo Pode Dar Certo,Rafael V,4.0,"Filme maravilhoso, divertido e com um humor sarcástico e inteligente. O protagonista vivido por Larry David é o alter-ego perfeito de Woody Allen, que não atua no filme, apenas dirigido e roteirizado o mesmo; e que roteiro! Uma personagem inteligente, mas arrogante, aos poucos muda de comportamento com a presença inesperada em sua vida da personagem vivida por Evan Rachel Wood e Boris começa a rever seus conceitos de arrogância e prepotência. Genial! O melhor filme de Allen desde Match Point."
Tudo Pode Dar Certo,Sr. Ketilys,2.5,"Ja se transformou no meu preferido do Woody! Eh simplesmente genial! Muito engracado, divertido e libertario!"
Tudo Pode Dar Certo,Tiago M.,4.5,"Sarcasmo excelente, já merece uma grande nota só por ele!"
Tudo Pode Dar Certo,Emanuel Madeira,4.5,"Para quem conhece o cinema de Woody Allen, sabe que sua receita para um ótimo filme são mulheres lindas, belas cidades mundiais e discussões filosofais sobre nossas vidas banais em Tudo pode dar Certo, seu longa com Larry David, roteirista da famosa série Seinfield no papel principal, e a bela Evan Rachel Wood como coadjuvante,  mostra uma visão comico-conformista, muito peculiar para um filme assinado por Allen.O filme trata das coinscidências da vida, e quão cômicas e dramáticas as situações podem ser. Pelo ponto de vista de um ex-professor acadêmico de meia idade, desiludido, tentando compreender as insignificâncias da vida, até encontrar uma ingênua e inocente menina de 18 anos na sarjeta de sua casa.Para alguém em um momento de crise, que espera uma mudança no rumo de sua vida, o filme tira muitos grilos que costumam nos apavorar, quando precisamos fazer o que devemos fazer, ou quando esperamos que alguma coisa importante nos aconteça.Como estou em um momento crítico da minha vida, acabei de me formar e estou no meio de um dilema existencial, entre o que quero e o que tenho que fazer, o filme me fez sentir que, em algum momento, tudo vai se ajustar.Muitos se tornam derrotistas quando nada do que planejaram lhes ocorre. É neste momento que precisam enxergar que é preciso mudar o objetivo, é preciso se arriscar a fazer coisas que nunca imaginava que poderia fazer.As grandes coisas que nos acontecem na vida, surgem ´fora do plano´: as melhores amizades, as paixões que acabam se tornando amores para toda a vida, o concurso que no ´só por farra´ você fez e, adivinha, passou…Apesar de nunca podermos contar com o acaso, é preciso lembrar que ele existe e em algum momento acaba acontecendo, só precisamos ter um pouco de fé e principalmente, nos mover, e aos poucos, tudo vai dar certo.Tem vezes, que é preciso dar tempo ao tempo, porque até quando tudo pede um pouco mais de calma, a vida pede um pouco mais de paciência, como diriam os proféticos versos de Lenine."
