nome_filme,autor_comentario,nota_comentario,conteudo_comentario,criticas_autor,seguidores_autor
Ilha do Medo,Fabiano O.,5.0,"O que um gênio do cinema como Martin Scorsese e um grande elenco podem fazer quando se trata em produzir um filme com base no suspense psicológico? Só coisa boa!É isso que foi feito em Ilha do Medo, onde mais uma vez Leonardo DiCaprio assume o papel principal em uma trama de Scorsese como Teddy Daniels, um delegado federal que junto com Chuck Aule, interpretado por Mark Ruffalo, vão até uma ilha que tem um hospital psiquiatrico para criminalmente insanos investigar o desaparecimento de uma paciente chamada Rachel Solando, uma mulher que afogou seus próprios filhos e por isso tinha ido para lá. Após encontrarem com o Dr. John Crowley, eles passam a conhecer os mistérios da ilha e quando acham a suposta Rachel, um furacão passa pela ilha, acabando com os sistemas de segurança o que ocasiona a fuga de vários prisioneiros dos pavilhões. Teddy então começa a confrontar-se com alucinações de sua esposa morta e também dos fantasmas do passado após presenciar muita morte na segunda guerra, e também de que o assassino dela está preso naquela ilha, além de encontrar o prisioneiro que o havia informado que a ilha fazia experimentos ilegais nos prisioneiros. Com toda a desconfiança que fica sobre estar sendo caçado pelos que controlam a ilha, Teddy fica uma noite em uma caverna onde encontra o que seria a verdadeira Rachel, que revela pra ele que a ilha é uma instituição que transforma em perigosos quem se opõe a seus métodos e por isso tenta prende-los na ilha e diz que se o pegarem irão fazer com que ele acredite que seja um paciente da ilha e que tudo era uma ilusão. Após encontrar o Dr. Crowley, o mesmo diz que a Teddy sua mulher morreu assassinada por ele mesmo depois de ela ter assassinado seus filhos (que ele alegava não ter nenhum) e que ele era paciente da ilha, e que seu nome era Andrew e que tudo era uma ilusão para convencer ele de que ele era um paciente perigoso, ja fazendo o telespectador interpretar o que seria a realidade e o que seria ilusão.Brilhantemente feito para ""bugar"" o cérebro de qualquer um e gerar as suas próprias interpretações. Atuação excelente de DiCaprio, deixando ainda mais de ser um rostinho bonito a ser um grande ator, e ótimas de Mark Ruffalo e Ben Kingsley como o Dr. Crawley. Scorsese outra fez dirige e produz com perfeição, confundindo com maestria a mente de quem o assiste, unindo realidade com ilusão, ultrapassando as barreiras do que seria mais racional. Muitos não gostaram exatamente por isso, mas nem todo mundo é perfeito, e combinada com excelente trilha sonora e fotografia como um dos melhores filmes do gênero.",78.0,54.0
Ilha do Medo,Talita Lopes,5.0,Grande filme! A trama te prende do início ao fim. Com certeza assistirei novamente.,5.0,1.0
Ilha do Medo,Luana O.,5.0,"Assistindo esse filme pela segunda vez, que filmaço!! Di Caprio excelente na atuação, fotografia perfeita, e ótimo roteiro. Muito sombrio e misterioso, um ótimo filme.",557.0,748.0
Ilha do Medo,Maria,5.0,"“Viver como um monstro (Andrew Laeddis) ou morrer como um homem bom (Teddy Daniels)?”* No final, vemos que o experimento do psiquiatra (Dr. John Crawley), com a ajuda do psicólogo (Dr. Lester Sheehan) deu certo.** Andrew Laeddis (Leonardo DiCaprio) foi curado, mas finge que não, insistindo na ilusão de ser Teddy Daniels.*** Andrew Laeddis não precisaria mais fazer a lobotomia do Dr. Jeremiah Naehring. Mas, faz com que o Dr. Jeremiah Naehring ache que está certo, e que os métodos mais humanos, e não invasivos, do Dr. John Crawley, não funcionaram para ele. **** “Sanidade não é uma escolha”, como disse o Dr. John Crawley.***** Com isso, Andrew Laeddis ESCOLHE a insanidade (fingindo ser Teddy Daniels), indo voluntariamente para a lobotomia, porque não suportaria viver com a culpa da morte da família; preferindo ao final abrir mão da sua real consciência para sempre.",24.0,4.0
Ilha do Medo,Thomas Jefferson,4.5,"Deslumbrante e assustando, envolvente e tentador. Um trilha sonora tensa e envolvente.",133.0,190.0
Ilha do Medo,Camilla M.,5.0,"O filme é excelente!!! Eu ainda não entendi porque Leonardo DiCaprio nunca ganhou um Oscar, ele é um ator divino e neste filme não foi diferente. Absolutamente tudo está excelente.",253.0,677.0
Ilha do Medo,Rodrigo o que?,5.0,"Bastante inferior aos antigos trabalhos de Scorcese mais muito melhor que o superestimado ""O irlandês""冷 O final é chocante e surpreendente",211.0,114.0
Ilha do Medo,Jairo D.,5.0,"Um ótimo suspense, paranóico, esquisito, de fazer roer as unhas e com perplexas reviravoltas finais. Tendo a assinatura de Martin Scorsese (célebre) e as presenças marcantes de Leonardo DiCaprio e Mark Ruffalo. Impactante!",305.0,1337.0
Ilha do Medo,Um visitante,3.0,"Da vasta filmografia de Scorsese, Shutter Island é um dos exemplares que figuram entre os meus menos queridos. Claro, não é um filme ruim, Martin é incapaz disso. Mas é uma história que não tem Muito a cara dele mesmo. DiCaprio está ótimo como sempre, e o filme tem sim bons momentos...De novo, não é ruim, é só morno demais pros padrões do cineasta responsável, não consegui entender o motivo dele ter escolhido este projeto mesmo, dá pra perceber que thriller não é muito a praia dele, se tivesse deixado na mão de outro realizador, talvez o resultado teria sido mais interessante. Eu não consegui comprar muito toda aquela situação do hospício, além das reviravoltas pra lá de mirabolantes com explicações bem vagas. Não consegui sentir o drama do personagem principal, seu arco é uma colcha de retalhos, não dá pra se envolver muito porque a trama em si é improvável demais. Enfim, um suspense mediano elevado pela atuação de DiCaprio. Scorsese pode fazer melhor que isso.",,
Ilha do Medo,Eliane,5.0,"O filme é muito interessante.É um pouco lento, pois a própria trama pede isso.Leonardo Di Caprio está ótimo.Pra quem adora um suspense e mistério é perfeito.Quando vc acha que está matando a charada do filme, chega no final é não é nada daquilo.Surpreendente!!!",8.0,6.0
Ilha do Medo,Fabricio Menezes,5.0,Entrou pro meu top 3 de filmes do Scorcese. Só atrás de Taxi Driver e Gangues de Nova York. História genial! Esteticamente perfeito. E o que dizer da trilha sonora? Fantástica! Nos leva pra dentro da ilha. Obra-prima! Mais uma pra carreira do diretor.,169.0,25.0
Ilha do Medo,Alexandre C.,4.5,"Um suspense pisicologico de altíssimo nível dirigido  por Scorcese e estrelado por Di Caprio, uma parceria que tem dado muito certo, esse é um suspense com um final totalmente inesperado, Muito bom Filme.",525.0,5206.0
Ilha do Medo,AndréL0pes,5.0,"Filmaço !Me prendeu do começo ao fim, atuações marcante,um drama com elementos de terror muito bem dirigida, o final é surpreendente e incrível, esse filme me traz muita nostalgia também, recomendo muito.",104.0,41.0
Ilha do Medo,Estevan Magno,3.0,"Um filme com grande atuação de DiCaprio, Ben Kingsley e Mark Ruffalo, mas em alguns momentos deixa a desejar! Vale a pena assistir de noite para crescer o suspense!",490.0,5225.0
Ilha do Medo,MichaellMachado,4.5," Sem dúvidas, ""A Ilha do Medo"" é um dos melhores filmes que já assisti!! Um suspense psicológico de tirar o chapéu e com um final épico. Sem contar a bela atuação de Leonardo DiCaprio, que facilmente poderia ter ganho o Oscar.Dennis Lehane, autor da Obra original, está de parabéns por essa obra magnífica. Assistido duas vezes ""É melhor viver como um louco, ou morre como um homem bom?"" (Teddy Daniels)",518.0,1101.0
Ilha do Medo,Daniel Novaes,5.0,"Atuação espetacular de Leonardo Di Caprio, filme igualmente genial. Plot twist de estourar cabeças, nível ""sexto sentido"". Grande filme, obrigatório.",849.0,7683.0
Ilha do Medo,B.Boy Jc,3.5,"É um bom filme, mas bastante superestimado também. Em vários momentos fica bem lento quase enfadonho, mas as atuações são boas e com um bom desfecho.",761.0,2931.0
Ilha do Medo,Anderson  G.,4.0,"""Ilha do medo"" é um filme que busca envolver o telespectador, e consegue, com uma direção artística incrível, um roteiro instigante e uma ótima condução, apesar de longo, o filme não cansa, Martin Scorsese é um diretor brilhante, de fato, porém nesse filme ele toma algumas escolhas narrativas - principalmente no ato final- que eu não curto, mas é algo da época, muito influenciado por caras como Nolan e M. Night Shyamalan, embora Scorsese e sua obra sejam bem maiores que ambos.  A condução artística e de roteiro é ótima, mas o desfecho é previsível.  Mark Ruffalo está como sempre, sem graça alguma, um personagem apático, Leonardo DiCaprio, por outro lado está muito bem. O filme como um todo não é puramente terror, Scorsese transita por diversos gêneros: Suspense, Terror, Policial, Aventura, etc. NOTA 8/10",377.0,1354.0
Ilha do Medo,Crismika,5.0,"O filme já nas primeiras cenas já dá pra ver que temos um grande suspense pela frente, com diálogos inteligentes, graças ao super diretor Martin Scorsese e o roteiro bem amarrado. Excelente atores, fotografia, enfim daqueles filmes imperdíveis, principalmente para quem gosta de filmes inteligentes e bem feitos. RECOMENDO A TODOS, IMPERDÍVEL!!!",510.0,1176.0
Ilha do Medo,Dennys R,3.5,"Um bom  filme, com uma trama interessante e surpreendente, boa atuação do Leonardo Di Caprio, um trabalho bem feito.",198.0,42.0
Ilha do Medo,Dudu S.,5.0,"Excelente, uma obra prima!mais um filme excelente do Scorsese, cada vez mais ele mostra por que ele é quem ele é, por que ele é muito bom, ele provavelmente é um dos melhores diretores de Hollywood atualmente, esse filme é um dos melhores de sua carreira, devido a seu talento, ele é muito conhecido que pode se dizer que ele se tornou uma marca, as pessoas ao verem o nome dele no filme já sabem, esperar um filme muito bom.o roteiro é maravilhoso, mas a direção do Scorsese dá vida a esse roteiro de um jeito fantástico, mostrando que uma boa direção é muito importante, os primeiros 40 minutos é meio chatinho e lerdo, mas a partir daí o filme começa a ficar muito bom, o longa é muito bem desenvolvido, desenvolvendo seu personagem principal, contando a história dele e seu passado.O final do filme é inesperado e supreendente, e o espectador fica surpreso com que acontece.como falado antes a grande cartada do filme é o final e a direção do Scorsese, essas duas coisas fazem o filme ser perfeito.Leo Dicaprio trabalha muito bem, Dicaprio é um dos melhores atores de Hollywood, nunca decepciona com suas atuações, sempre dá o melhor de si.",71.0,21.0
Ilha do Medo,Artur V.,5.0,"Excelente.  A meu ver, não há pontos negativos no filme. Coloco destaque nas atuações. Mas todos os outros aspectos são magníficos.",138.0,30.0
Ilha do Medo,Denise S.,5.0,"Sobre o final... Eu fiquei boquiaberta..O filme todo é meio que ""parado"" mas é inteligentíssimo demais, vale a pena você assistir pq como todos falaram aqui o final é deveras surpreendente.",107.0,13.0
Ilha do Medo,Diego Jorge,4.0,"O filme é bom! Com uma trama fantástica, o filme te prende até o final e ainda rende vários plot twists! Com um elenco de peso e um enredo extremamente detalhado e coeso, o longa se desenvolve com muita emoção e originalidade! Vale a pena!",88.0,12.0
Ilha do Medo,Davison P.,4.0,"Ilha do medo (2010)Um dos melhores daquele ano Leonardo Di Caprio e Mark Ruffalo não ganharam Oscar ainda, é questão de tempo excelentes atores, lembro me que nesse mesmo ano saí num sábado e nos reunimos em vários casais e me lembro que um cara bastante inteligente e entendido de cinema afirmou que Leonardo de Caprio era um péssimo ator e a pior cagada que ele tinha feito fôra o filme Titanic, eu quase mandei tomar naquele lugar, debati, como um ator jovem interpreta um papel principal do maior filme em bilheteria até aquele ano pois avatar desbancou, deu um salto enorme na carreira, ganhou muito dinheiro, ficou conhecido em cada canto do mundo, causou ciúmes a todos namorados, talves essa seja sua maior decepção para com ele, como e onde foi a maior cagada da vida dele, ele deu mais umas desculpinhas, mas não satisfeito insistiu que ele era péssimo e pediu pra que eu acompanha se mais as críticas kkkkkk",132.0,165.0
Ilha do Medo,Um visitante,4.5,"Grande filme. a fotografia é linda e consegue misturar um jogos de luzes com muito brilho e ainda assim passar um aspecto sombrio e de medo. PARECE contraste. a perspectiva da história com multi fases porém sempre enganada no ponto de vista do Leonardo di Caprio foi espetacular. tudo incrível. não precisou ser de terror, mas ainda assim encocou um pouco de medo.",,
Ilha do Medo,Carlos Henrique S.,4.5,"Martin....você é foda,não é novidade para ninguém de que Martin Scosese é um dos maiores de todos os tempos e ele tem uma parceria sensacional com o grande Leonardo DiCaprio,já dá pra esperar que um trabalho tendo essas duas estrelas do cinema o resultado possivelmente será fantástico.O filme é um daqueles que vão brincar com sua mente do inicio ao fim,e o titulo sugere algo como terror mas aqui na verdade é um belo suspense muito bem trabalhado que brinca com realidade e paranoia envolvendo muito o espectador.Na parte do roteiro é muito eficiente porque ele cria um suspense em todo momento e brinca com suas expectativas do tipo achar algo e ser outra coisa e deixar sempre dúvidas e sentir que determinado personagem esconde algo.Para um bom roteiro temos um elenco a altura,estrelado pelo DiCaprio que arrebenta ,ainda temos Mark Ruffalo,Ben Kingsley e Michelle Willians todos muito bem em seus papéis.A produção é excelente conta com boa fotografia e ambientação sem contar com a boa trilha que é inquietante e muito bem composta e bem encaixada.Matin Scorsese nos brinda com mais uma obra espetacular muito bem dirigida,ótimo roteiro,ótimas atuações e um desfecho extraordinário com um Plot para virar sua cabeça.",809.0,13657.0
Ilha do Medo,Thay,4.5,"Filme maravilhoso, fotografia excelente e o elenco também é muito bom.Gosto do gênero do filme, intrigante e te prende do início ao fim.",125.0,20.0
Ilha do Medo,Vinipassos,5.0,"Um excelente filme, suspense psicológico de primeira. Atuações ótimas e um enredo mt bom.E uma frase de desfecho incrível.",178.0,255.0
